LEV,CD,DSCR_GR
6,16313802,"Καστρίον,το"
6,16313901,"Κεφαλάς,ο"
6,16314001,"Κλαδάς,ο"
6,16314201,"Κονιδίτσα,η"
6,16314202,"Κοπελιά,η"
6,16314203,"Κουρεμένος,ο"
6,16314301,"Κροκεαί,αι"
6,16314302,"Ασήμιον,το"
6,16314303,"Φάρος,ο"
6,16314401,"Λάγιον,το"
6,16314402,"Βαλτάκι,το"
6,16314403,"Γλώσσα,η"
6,16314601,"Λευκόχωμα,το"
6,16314602,"Καβουράκιον,το"
6,16314603,"Κυδωνέα,η"
6,16314701,"Λογγάστρα,η"
6,16314702,"Καραβάς,ο"
6,16314801,"Λογκανίκος,ο"
6,16314802,"Βεργαδαίικα,τα"
6,16314803,"Κυπαρίσσιον,το"
6,16314901,"Μαγούλα,η"
6,16314902,"Σανατόριον,το"
6,16315101,"Μελιτίνη,η"
6,16315102,"Αγία Μαρίνα,η"
6,16315103,"Λεμονέα,η"
6,16315201,"Μυστράς,ο"
6,16315202,"Βλαχοχώριον,το"
6,16315203,"Παλαιολόγιο,το (τ.Σκλαβική,η)"
6,16315204,"Πικουλιάνικα,τα"
6,16315205,"Ταϋγέτη,η"
6,16315301,"Ξηροκάμπιον,το"
6,16315302,"'Aγιος Χριστόφορος,ο"
6,16315303,"Ανθοχώριον,το"
6,16315304,"Κυδωνίτσα,η"
6,16315305,"Πενταυλοί,οι"
6,16315401,"Παλαιόβρυση,η"
6,16315501,"Παλαιοπαναγία,η"
6,16315502,"Κρυονέριον,το"
6,16315503,"Τόριζα,η"
6,16315601,"Παρόρειον,το"
6,16315701,"Πελλάνα,η"
6,16315702,"Παρδάλιον,το"
6,16315801,"Περιβόλια,τα"
6,16315901,"Πετρίνα,η"
6,16316001,"Πλατάνα,η"
6,16316002,"Ζαγάνον,το"
6,16316101,"Πολοβίτσα,η"
6,16316102,"Λιαντίνα,η"
6,16316201,"Ποταμιά,η"
6,16316301,"Προσήλιον,το"
6,16316501,"Σελλασία,η"
6,16316701,"Σκούρα,η"
6,16316801,"Σουστιάνοι,οι"
6,16316802,"Καραβάς,ο"
6,16316901,"Σπαρτιά,η"
6,16317101,"Τραπεζαντή,η"
6,16317201,"Τρύπη,η"
6,16317202,"Καραβάς,ο"
6,16317203,"Σταυρός,ο"
6,16317301,"Χρύσαφα,τα"
6,16317302,"Μονή Αγίων Τεσσαράκοντα,η"
6,16400101,"Αρεόπολις,η"
6,16400102,"Δρυάλια,τα"
6,16400103,"Λαγοκοίλιον,το"
6,16400104,"Λιμένιον,το"
6,16400105,"Ομαλαί,αι"
6,16400106,"Σωτήρας,ο"
6,16400107,"Κελεφά,η"
6,16400108,"Βάχος,ο"
6,16400201,"Πύργος Διρού,ο"
6,16400202,"Βελούσι,το"
6,16400203,"Γκλέζι,το"
6,16400204,"Καλός,ο"
6,16400205,"Νικάνδρειον,το"
6,16400206,"Τριανταφυλλιά,η"
6,16400207,"Χαριά,η"
6,16400208,"Χαρούδα,η"
6,16400209,"Μίνα,η"
6,16400210,"Αγγειαδάκιον,το"
6,16400211,"'Aγιος Γεώργιος,ο"
6,16400212,"Βάμβακα,η"
6,16400213,"Έρημος,η"
6,16400214,"Καρύνια,η"
6,16400215,"Κουλούμιον,το"
6,16400216,"Κουτρέλα,η"
6,16400217,"Λάκκος,ο"
6,16400218,"Μέζαπος,ο"
6,16400219,"Μπρίκιον,το"
6,16400220,"Πολεμίτας,ο"
6,16400221,"Δρύαλος,ο"
6,16400222,"Αγία Βαρβάρα,η"
6,16400223,"Καφιόνα,η"
6,16400224,"Παλαιόχωρα,η"
6,16400225,"Τσόπακας,ο"
6,16400226,"Φραγκούλιας,ο"
6,16400301,"Οίτυλον,το"
6,16400302,"Αρφίγκια,τα"
6,16400303,"Ελαιοχώριον,το"
6,16400304,"Καραβοστάσιον,το"
6,16400305,"Χοτάσια,η"
6,16400306,"Γέρμα,η"
6,16400307,"Καρέα,η"
6,16400308,"Κρυονέριον,το"
6,16400309,"Κάτω Καρέα,η"
6,16400310,"Νέον Οίτυλον,το"
6,16410101,"'Aλικα,τα"
6,16410102,"Κυπάρισσος,η"
6,16410103,"Μάραθος,ο"
6,16410201,"'Aνω Μπουλαριοί,οι"
6,16410202,"Βαθιά,η"
6,16410203,"Γιαλιά,τα"
6,16410204,"Κάτω Μπουλαριοί,οι"
6,16410205,"Λεοντάκης,ο"
6,16410401,"Βάθεια,η"
6,16410402,"Κάποι,οι"
6,16410403,"Μιαναί,αι"
6,16410601,"Γερολιμήν,ο"
6,16410602,"Οχιά,η"
6,16411001,"Κοίτα,η"
6,16411002,"'Aγιος Γεώργιος,ο"
6,16411003,"Ανω Γαρδενίτσα,η"
6,16411004,"Καλονιοί,οι"
6,16411005,"Κάτω Γαρδενίτσα,η"
6,16411006,"Κεχριάνικα,τα"
6,16411007,"Νόμια,η"
6,16411008,"Ψίον,το"
6,16411101,"Κούνος,ο"
6,16411102,"'Aγιος Αθανάσιος,ο"
6,16411103,"Δρυ,το"
6,16411104,"Ελαία,η"
6,16411105,"Καλόπυργος,ο"
6,16411106,"Καραβάς,ο"
6,16411107,"Κέρια,η"
6,16411108,"Κηπούλα,η"
6,16411109,"Λαγουδιαί,αι"
6,16411110,"Πάγκια,τα"
6,16411111,"Σταυρίον,το"
6,16411112,"Τροχάλακας,ο"
6,16411701,"Τσικκαλιά,τα"
6,16411702,"Κοτράφιον,το"
6,16411703,"Μουντανίστικα,τα"
6,16411704,"Συχαλάσματα,τα"
6,17100101,"Καλαμάτα,η"
6,17100102,"Καλλιθέα,η"
6,17100103,"Κουταλά,τα"
6,17100104,"Μενινά,τα"
6,17100105,"Μονή Βελανιδιάς,η"
6,17100106,"Μπουρνιάς,ο"
6,17100107,"Προφήτης Ηλίας,ο"
6,17110101,"Αβία,η"
6,17110102,"Ακρογιάλιον,το"
6,17110103,"Μεγάλη Μαντίνεια,η"
6,17110201,"'Aγιος Νικόλαος,ο"
6,17110202,"'Aγιος Δημήτριος,ο"
6,17110301,"'Aγιος Νίκων,ο"
6,17110401,"'Aγιος Φλώρος,ο"
6,17110402,"Χριστοφιλαίικα,τα"
6,17110501,"'Aγριλος,ο"
6,17110601,"Αίθαια,η"
6,17110701,"Αλαγονία,η"
6,17110702,"Μαχαλάς,ο"
6,17110801,"Αλτομιρά,τα"
6,17110901,"Αλώνια,τα"
6,17111001,"'Aμμος,η"
6,17111101,"'Aνω 'Aμφεια,η"
6,17111102,"Κάτω 'Aμφεια,η"
6,17111103,"Μονή Γαρδικίου,η"
6,17111201,"Ανεμόμυλος,ο"
6,17111301,"'Aνθεια,η"
6,17111302,"Αίπεια,η"
6,17111401,"Αντικάλαμος,ο"
6,17111501,"'Aρις,ο"
6,17111601,"Αριοχώριον,το"
6,17111701,"Αρτεμισία,η"
6,17111702,"Θεοτόκος,η"
6,17111801,"Αρφαρά,τα"
6,17111802,"'Aγιος Κωνσταντίνος,ο"
6,17111803,"'Aνω Αρφαρά,τα"
6,17111901,"Ασπροπουλιά,η"
6,17112001,"Ασπρόχωμα,το"
6,17112002,"Ακοβίτικα,τα"
6,17112003,"Καλάμιον,το"
6,17112004,"Κατσίκοβον,το"
6,17112101,"Βελανιδιά,η"
6,17112201,"Παραλία Βέργας,η"
6,17112202,"'Aνω Βέργα,η"
6,17112203,"Κάτω Βέργα,η"
6,17112301,"Βρομόβρυση,η"
6,17112302,"'Aνω Βρομόβρυση,η"
6,17112303,"Δρέμιον,το"
6,17112304,"Κρασοπούλα,η"
6,17112401,"Κάτω Δολοί,οι"
6,17112402,"'Aνω Δολοί,οι"
6,17112403,"Καλιαναίικα,τα"
6,17112404,"Κιτριαί,αι"
6,17112501,"Ελαιοχώριον,το"
6,17112502,"Αράχοβα,η"
6,17112503,"Διάσελλα,τα"
6,17112504,"Μονή Διμιόβης,η"
6,17112505,"Περιβολάκια,τα"
6,17112601,"Εξωχώριον,το"
6,17112602,"Χώρα,η"
6,17112701,"Θαλάμαι,αι"
6,17112702,"Πλάτανος,ο"
6,17112703,"Σωματιανά,τα"
6,17112801,"Θουρία,η"
6,17112901,"Κάμπος,ο"
6,17112902,"Οροβάς,ο"
6,17112903,"Πλάτωμα,το"
6,17112904,"Τούμπια,τα"
6,17113001,"Καρβέλιον,το"
6,17113002,"Αγία Τριάς,η"
6,17113003,"Εμιαλοί,οι"
6,17113004,"Κάτω Καρβέλιον,το"
6,17113101,"Καρδαμύλη,η"
6,17113102,"Αγία Σοφία,η"
6,17113103,"Καλαμίτσι,το"
6,17113104,"Κάμπος,ο"
6,17113105,"Πετροβούνιον,το"
6,17113201,"Καρυοβούνιον,το"
6,17113202,"Δρυόπη,η"
6,17113301,"Καστανέα,η"
6,17113401,"Κέντρον,το"
6,17113402,"Ανατολικόν,το"
6,17113403,"Βόρειον,το"
6,17113404,"Χώρα Γαϊτσών,η"
6,17113501,"Λαγκάδα,η"
6,17113601,"Λαδάς,ο"
6,17113602,"Αγία Μαρίνα,η"
6,17113603,"'Aγιος Βασίλειος,ο"
6,17113701,"Λαίικα,τα"
6,17113702,"Κατσαραίικα,τα"
6,17113703,"Ξεροκάμπι,το"
6,17113704,"Σπιτάκια,τα"
6,17113801,"Μηλέα,η"
6,17113802,"Κάτω Χώρα,η"
6,17113803,"Κυβέλεια,τα"
6,17113901,"Μικρά Μαντίνεια,η"
6,17114001,"Μικρομάνη,η"
6,17114101,"Νέδουσα,η"
6,17114201,"Νεοχώριον,το"
6,17114202,"Λεύκτρον,το"
6,17114203,"Στούπα,η"
6,17114301,"Νομιτσής,ο"
6,17114401,"Πηγάδια,τα"
6,17114402,"Δένδρα,τα"
6,17114403,"Κρύα Βρύση,η"
6,17114404,"Ριζανά,τα"
6,17114501,"Πηγαί,αι"
6,17114502,"Σκουρόλακκος,ο"
6,17114601,"Πήδημα,το"
6,17114701,"Πλατύ,το"
6,17114801,"Πλάτσα,η"
6,17114802,"Κοτρώνιον,το"
6,17114803,"Πηγή,η"
6,17114901,"Πολιανή,η"
6,17115001,"Προάστιον,το"
6,17115002,"Λάκκος,ο"
6,17115003,"Νέον Προάστιον,το"
6,17115101,"Προσήλιον,το"
6,17115102,"Καλύβαι,αι"
6,17115201,"Πύργος,ο"
6,17115301,"Ρίγκλια,τα"
6,17115302,"'Aνω Ρίγκλια,τα"
6,17115303,"Ελαιοχώριον,το"
6,17115401,"Σαϊδόνα,η"
6,17115501,"Σπερχόγεια,η"
6,17115601,"Σταματινόν,το"
6,17115602,"Πελεκητή,η"
6,17115701,"Σταυροπήγιον,το"
6,17115702,"Λαγκάδια,τα"
6,17115703,"Μάλτα,η"
6,17115801,"Σωτηριάνικα,τα"
6,17115802,"Δροσοπηγή,η"
6,17115803,"Κουρής,ο"
6,17115804,"Χαραυγή,η"
6,17115901,"Τραχήλα,η"
6,17116001,"Τσέρια,τα"
6,17116002,"Γιατραίικα,τα"
6,17116003,"Ζαχαριά,η"
6,17116004,"Καταφύγιον,το"
6,17116005,"Πεδινόν,το"
6,17200101,"Ανδρούσα,η"
6,17200102,"Βασιλάδα,η"
6,17200201,"Μελιγαλάς,ο"
6,17200301,"Μεσσήνη,η"
6,17200302,"'Aγιος Κωνσταντίνος,ο"
6,17200303,"Μυλωνάς,ο"
6,17200304,"Ξινός,ο"
6,17210101,"Αβραμιόν,το"
6,17210102,"Δρακονέριον,το"
6,17210201,"Αγριλιά,η"
6,17210301,"Αγριλόβουνον,το"
6,17210302,"Βρυσούλα,η"
6,17210401,"Αμφιθέα,η"
6,17210501,"Ανάληψις,η"
6,17210502,"'Aγιος Αυγουστίνος,ο"
6,17210601,"Ανδανία,η"
6,17210701,"Ανθούσα,η"
6,17210801,"'Aνω Μέλπεια,η"
6,17210802,"'Aγιος Αθανάσιος,ο"
6,17210803,"Πηγή,η"
6,17210901,"Αριστοδήμειον,το"
6,17211001,"Αριστομένης,ο"
6,17211002,"Χορεύτρα,η"
6,17211101,"Αρσινόη,η"
6,17211201,"Βαλύρα,η"
6,17211301,"Βελίκα,η"
6,17211302,"Παραλία Βελίκας,η"
6,17211401,"'Aνω Βούταινα,η"
6,17211402,"Κάτω Βούταινα,η"
6,17211403,"Μάκρενα,η"
6,17211501,"Δασοχώριον,το"
6,17211601,"Δεσύλλας,ο"
6,17211701,"Διαβολίτσιον,το"
6,17211702,"'Aγιοι Θεόδωροι,οι"
6,17211703,"Μοναστηράκιον,το"
6,17211801,"Διόδια,τα"
6,17211901,"Δραϊνα,η"
6,17212001,"Ελληνοεκκλησία,η"
6,17212101,"Εύα,η"
6,17212102,"Καλαμαράς,ο"
6,17212201,"Ζερμπίσια,τα"
6,17212202,"Κογχύλιον,το"
6,17212301,"Ζευγολατιόν,το"
6,17212401,"Ηλέκτρα,η"
6,17212601,"Καλλιρρόη,η"
6,17212701,"Καλογερόρραχη,η"
6,17212801,"Καλύβια,τα"
6,17212901,"Καρνάσιον,το"
6,17213001,"Καρτερόλιον,το"
6,17213002,"Μοσχοχώριον,το"
6,17213101,"Κατσαρός,ο"
6,17213201,"Κάτω Μέλπεια,η"
6,17213202,"Βράχος,ο"
6,17213301,"Κεντρικόν,το"
6,17213401,"Κεφαλινός,ο"
6,17213501,"Κεφαλόβρυσον,το"
6,17213502,"Κουλκάδα,η"
6,17213601,"Κλήμα,το"
6,17213701,"Κορομηλέα,η"
6,17213801,"Κουτίφαρης,ο"
6,17213901,"Κωνσταντίνοι,οι"
6,17213902,"Πλάτανα,τα"
6,17214001,"Λάμπαινα,η"
6,17214101,"Λευκοχώρα,η"
6,17214201,"Λουτρόν,το"
6,17214301,"Λυκότραφος,ο"
6,17214302,"Μυρτοποταμιά,η"
6,17214401,"Μαγγανιακόν,το"
6,17214501,"Μαγούλα,η"
6,17214601,"Μάδενα,η"
6,17214701,"Μάλτα,η"
6,17214801,"Μάνδρα,η"
6,17214901,"Μάνεσης,ο"
6,17215001,"Μαντζάριον,το"
6,17215101,"Μαυρομμάτιον,το"
6,17215102,"Μονή Βουλκάνου,η"
6,17215103,"Πετράλωνα,τα"
6,17215201,"Μαυρομμάτιον,το"
6,17215301,"Μερόπη,η"
6,17215302,"Αλλαγή,η"
6,17215303,"Μούστα,η"
6,17215401,"Μίλα,το"
6,17215402,"Κάστρον,το"
6,17215501,"Νεοχώριον,το"
6,17215601,"Νεοχώριον,το"
6,17215602,"Κροντηρές,ο"
6,17215701,"Οιχαλία,η"
6,17215801,"Παλαιόκαστρον,το"
6,17215802,"Κυνηγός,ο"
6,17215901,"Παραπούγκιον,το"
6,17216001,"Πεύκον,το"
6,17216002,"Αγριλιές,οι"
6,17216101,"Πιλαλίστρα,η"
6,17216201,"Πιπερίτσα,η"
6,17216301,"Πλατανόβρυση,η"
6,17216401,"Πολίχνη,η"
6,17216501,"Πολύλοφος,ο"
6,17216601,"Πουλίτσιον,το"
6,17216602,"Περδικόβρυση,η"
6,17216701,"Ρευματιά,η"
6,17216702,"Χρυσότοπος,ο"
6,17216801,"Σιάμον,το"
6,17216901,"Σκάλα,η"
6,17216902,"Σταθμός,ο"
6,17217001,"Σολάκιον,το"
6,17217101,"Σπιτάλιον,το"
6,17217201,"Στενύκλαρος,ο"
6,17217301,"Στέρνα,η"
6,17217302,"Αετοφωλιά,η"
6,17217401,"Στρέφιον,το"
6,17217402,"Χρυσοφόρα,η"
6,17217501,"Τρίκορφον,το"
6,17217502,"Μαύρος Λόγγος,ο"
6,17217503,"Χίλια Σπίτια,τα"
6,17217601,"Τρίοδος,η"
6,17217701,"Τσουκαλαίικα,τα"
6,17217801,"Φίλια,το"
6,17300101,"Πύλος,η"
6,17300102,"Γιάλοβα,η"
6,17300103,"Ελαιόφυτον,το"
6,17300104,"Παλαιόνερον,το"
6,17300105,"Σφακτηρία,η (νησίς)"
6,17300106,"Σχινόλακκα,η"
6,17310101,"Αδριανή,η"
6,17310102,"Κλεισούρα,η"
6,17310103,"Νεραϊδόβρυση,η"
6,17310201,"Ακριτοχώριον,το"
6,17310301,"Αμπελόκηποι,οι"
6,17310302,"Κάτω Αμπελόκηποι,οι"
6,17310401,"Αχλαδοχώριον,το"
6,17310402,"Καλαμάκιον,το"
6,17310501,"Βασιλίτσιον,το"
6,17310502,"'Aγιος Γεώργιος,ο"
6,17310503,"Λιβαδάκια,τα"
6,17310504,"Φανερωμένη,η"
6,17310601,"Βλάσης,ο"
6,17310701,"Βλαχόπουλον,το"
6,17310702,"Κούμαρον,το"
6,17310801,"Βουνάρια,τα"
6,17310901,"Γλυφάδα,η"
6,17311001,"Δάρας,ο"
6,17311002,"Δάφνη,η"
6,17311101,"Δροσιά,η"
6,17311102,"'Aνω Δροσιά,η"
6,17311201,"Ευαγγελισμός,ο"
6,17311202,"Καμάρια,τα"
6,17311301,"Ίκλαινα,η"
6,17311401,"Καινούργιον Χωρίον,το"
6,17311501,"Καλλιθέα,η"
6,17311502,"Αραπόλακκα,η"
6,17311601,"Καλοχώριον,το"
6,17311701,"Καπλάνιον,το"
6,17311702,"Εξοχικόν,το"
6,17311703,"Ζιζάνιον,το"
6,17311801,"Καρποφόρα,τα"
6,17311802,"Ριζόμυλος,ο"
6,17311901,"Καστάνια,τα"
6,17312001,"Κόκκινον,το"
6,17312002,"Παναίικα,τα"
6,17312101,"Κόμποι,οι"
6,17312102,"Περούλια,τα"
6,17312201,"Κορυφάσιον,το"
6,17312202,"Πισάσκιον,το"
6,17312301,"Κορώνη,η"
6,17312401,"Κουκκουνάρα,η"
6,17312402,"Στενωσιά,η"
6,17312501,"Κουρτάκιον,το"
6,17312601,"Κρεμμύδια,τα"
6,17312701,"Κυνηγός,ο"
6,17312801,"Λαχανάδα,η"
6,17312901,"Λογγά,η"
6,17313001,"Λύκισσα,η"
6,17313002,"Αγνάντιον,το"
6,17313003,"Γαμβριά,η"
6,17313101,"Μαθία,η"
6,17313102,"Τρύπαι,αι"
6,17313201,"Μανιάκιον,το"
6,17313202,"Τουλούπα Χάνι,το"
6,17313301,"Μαργέλιον,το"
6,17313401,"Μεθώνη,η"
6,17313402,"Σαπιέντζα,η (νησίς)"
6,17313501,"Μεσοπόταμος,ο"
6,17313601,"Μεσοχώριον,το"
6,17313701,"Μεταμόρφωσις,η"
6,17313801,"Μηλίτσα,η"
6,17313802,"Ανατολική Μηλίτσα,η"
6,17313803,"Βλασαίικα,τα"
6,17313901,"Μηλιώτιον,το"
6,17314001,"Μυρσινοχώριον,το"
6,17314101,"Νέα Κορώνη,η"
6,17314201,"Νερόμυλος,ο"
6,17314301,"Πανιπέριον,το"
6,17314302,"Αγία Σωτήρα,η"
6,17314401,"Παπαφλέσσας,ο"
6,17314402,"'Aγιοι Απόστολοι,οι"
6,17314403,"Κοντογόνιον,το"
6,17314501,"Παππούλια,τα"
6,17314502,"Πλάτανος,ο"
6,17314601,"Πελεκανάδα,η"
6,17314701,"Πεταλίδιον,το"
6,17314702,"Τζάνες,ο"
6,17314703,"Φόροι,οι"
6,17314801,"Πετρίτσιον,το"
6,17314901,"Πήδασος,η"
6,17315001,"Πύλα,η"
6,17315002,"Μπαλοδημαίικα,τα"
6,17315101,"Ρωμανός,ο"
6,17315102,"Πετροχώριον,το"
6,17315201,"Σουληνάριον,το"
6,17315301,"Υάμεια,η"
6,17315401,"Φαλάνθη,η"
6,17315402,"Μυστράκιον,το"
6,17315403,"Χωματερόν,το"
6,17315501,"Φοινίκη,η"
6,17315601,"Φοινικούς,ο"
6,17315602,"Γριζόκαμπος,ο"
6,17315603,"Λούτσα,η"
6,17315604,"Σχίζα,η (νησίς)"
6,17315701,"Χανδρινός,ο"
6,17315702,"Πλατανόβρυση,η"
6,17315801,"Χαρακοπιό,το (τ.Χαροκοπειόν,το)"
6,17315802,"Αγία Τριάδα,η"
6,17315803,"'Aγιος Ισίδωρος,ο"
6,17315804,"'Aγιος Νικόλαος,ο"
6,17315805,"Μυρτιά,η"
6,17315806,"'Aγιος Ιωάννης,ο"
6,17315807,"Ποταμιά,η"
6,17315901,"Χαραυγή,η"
6,17315902,"Καζάρμα,η"
6,17316001,"Χατζής,ο"
6,17316101,"Χράνοι,οι"
6,17316102,"Επισκοπή,η"
6,17316103,"Κακόρρευμα,το"
6,17316104,"Καφού,το"
6,17316201,"Χρυσοκελλαριά,η"
6,17316202,"'Aγιοι Ανάργυροι,οι"
6,17316301,"Χωματάδα,η"
6,17316302,"Περιβολάκια,τα"
6,17400101,"Γαργαλιάνοι,οι"
6,17400102,"Βατιάς,ο"
6,17400103,"Βρομονέριον,το"
6,17400104,"Κάναλος,ο"
6,17400105,"Πηγάδια,τα"
6,17400106,"Ρίκια,τα"
6,17400107,"Χοχλαστή,η"
6,17400201,"Κυπαρισσία,η"
6,17400202,"Μεμί,το"
6,17400203,"Μπλεμενιάνοι,οι"
6,17400204,"Μύλοι,οι"
6,17400205,"Ρουζάκιον,το"
6,17400206,"Τερψιθέα,η"
6,17400301,"Φιλιατρά,τα"
6,17400302,"Αγία Κυριακή,η"
6,17400303,"'Aγριλος,ο"
6,17400304,"Βρύσες,οι"
6,17400305,"Κουντρίον,το"
6,17400306,"Λαγκουβάρδος,ο"
6,17400307,"Λεμπεστενά,τα"
6,17400308,"Λιμενάριον,το"
6,17400309,"Μερολίθι,το"
6,17400310,"Στόμιον,το"
6,17400401,"Χώρα,η"
6,17400402,"Στυλιανός,ο"
6,17410101,"Αγαλιανή,η"
6,17410102,"Βλασσάδα,η"
6,17410103,"Πηγαδούλια,τα"
6,17410201,"'Aγιος Σώστης,ο"
6,17410301,"Νέα Αγριλιά,η"
6,17410401,"Αετός,ο"
6,17410501,"Αμπελιώνα,η"
6,17410601,"Αμπελόφυτον,το"
6,17410701,"'Aνω Δώριον,το"
6,17410801,"Αρμενιοί,οι"
